PLAYER_ID,PLAYER_NAME,POSITION,HEIGHT,WEIGHT,BIRTHDATE,TEAM
1630173,Precious Achiuwa,Forward,6-8,243,1999-09-19T00:00:00,Knicks
203500,Steven Adams,Center,6-11,265,1993-07-20T00:00:00,Rockets
1628389,Bam Adebayo,Center-Forward,6-9,255,1997-07-18T00:00:00,Heat
1630534,Ochai Agbaji,Guard,6-5,215,2000-04-20T00:00:00,Raptors
1630583,Santi Aldama,Forward-Center,7-0,215,2001-01-10T00:00:00,Grizzlies
1641725,Trey Alexander,Guard,6-4,185,2003-05-02T00:00:00,Pelicans
1629638,Nickeil Alexander-Walker,Guard,6-5,205,1998-09-02T00:00:00,Hawks
1628960,Grayson Allen,Guard,6-4,198,1995-10-08T00:00:00,Suns
1628386,Jarrett Allen,Center,6-9,243,1998-04-21T00:00:00,Cavaliers
1630631,Jose Alvarado,Guard,6-0,179,1998-04-12T00:00:00,Pelicans
203937,Kyle Anderson,Forward-Guard,6-9,230,1993-09-20T00:00:00,Jazz
203507,Giannis Antetokounmpo,Forward,6-11,243,1994-12-06T00:00:00,Bucks
1630175,Cole Anthony,Guard,6-2,185,2000-05-15T00:00:00,Bucks
1628384,OG Anunoby,Forward-Guard,6-7,240,1997-07-17T00:00:00,Knicks
1642379,Taran Armstrong,Guard,6-5,190,2002-01-15T00:00:00,Warriors
1630166,Deni Avdija,Forward,6-9,240,2001-01-03T00:00:00,Trail Blazers
1629028,Deandre Ayton,Center,7-0,252,1998-07-23T00:00:00,Lakers
1630542,Marcus Bagley,Forward,6-6,217,2001-10-23T00:00:00,
1628963,Marvin Bagley III,Forward,6-10,235,1999-03-14T00:00:00,Wizards
1631116,Patrick Baldwin Jr.,Forward,6-9,220,2002-11-18T00:00:00,Clippers
1630163,LaMelo Ball,Guard,6-7,180,2001-08-22T00:00:00,Hornets
1628366,Lonzo Ball,Guard,6-6,190,1997-10-27T00:00:00,Cavaliers
1628964,Mo Bamba,Center,7-0,231,1998-05-12T00:00:00,
1631094,Paolo Banchero,Forward,6-10,250,2002-11-12T00:00:00,Magic
1630217,Desmond Bane,Guard,6-5,215,1998-06-25T00:00:00,Magic
1630625,Dalano Banton,Forward,6-8,203,1999-11-07T00:00:00,Trail Blazers
1631230,Dominick Barlow,Forward,6-8,215,2003-05-26T00:00:00,76ers
203084,Harrison Barnes,Forward,6-8,225,1992-05-30T00:00:00,Spurs
1630567,Scottie Barnes,Forward-Guard,6-7,237,2001-08-01T00:00:00,Raptors
1629628,RJ Barrett,Forward-Guard,6-6,214,2000-06-14T00:00:00,Raptors
1629646,Charles Bassey,Center-Forward,6-10,230,2000-10-28T00:00:00,Spurs
1641734,Emoni Bates,Forward,6-8,202,2004-01-28T00:00:00,Cavaliers
1642419,Jamison Battle,Forward,6-7,220,2001-05-10T00:00:00,Raptors
201587,Nicolas Batum,Guard-Forward,6-8,230,1988-12-14T00:00:00,Clippers
1641878,Damion Baugh,Guard,6-4,194,2000-08-03T00:00:00,Hornets
203078,Bradley Beal,Guard,6-4,207,1993-06-28T00:00:00,Clippers
1627736,Malik Beasley,Guard,6-4,187,1996-11-26T00:00:00,Pistons
1630699,MarJon Beauchamp,Forward,6-7,199,2000-10-12T00:00:00,Knicks
1641736,Reece Beekman,Guard,6-3,190,2001-10-08T00:00:00,Nets
1630180,Saddiq Bey,Guard-Forward,6-7,215,1999-04-09T00:00:00,Pelicans
1629048,Goga Bitadze,Center-Forward,6-10,250,1999-07-20T00:00:00,Magic
202687,Bismack Biyombo,Center,6-8,255,1992-08-28T00:00:00,Spurs
1641710,Anthony Black,Guard,6-7,200,2004-01-20T00:00:00,Magic
203992,Bogdan Bogdanović,Guard,6-5,225,1992-08-18T00:00:00,Clippers
1629626,Bol Bol,Center-Forward,7-3,220,1999-11-16T00:00:00,Suns
1641737,Adem Bona,Forward,6-10,235,2003-03-28T00:00:00,76ers
1626164,Devin Booker,Guard,6-6,206,1996-10-30T00:00:00,Suns
1630527,Brandon Boston,Guard,6-6,188,2001-11-28T00:00:00,Pelicans
1628449,Chris Boucher,Forward,6-9,200,1993-01-11T00:00:00,Raptors
1631123,Jamaree Bouyea,Guard,6-2,180,1999-06-27T00:00:00,Bucks
1628396,Tony Bradley,Center-Forward,6-11,248,1998-01-08T00:00:00,Pacers
1631103,Malaki Branham,Forward,6-4,180,2003-05-12T00:00:00,Wizards
1631128,Christian Braun,Guard,6-6,220,2001-04-17T00:00:00,Nuggets
1641779,Jalen Bridges,Forward,6-8,225,2001-05-14T00:00:00,Suns
1628969,Mikal Bridges,Guard-Forward,6-6,209,1996-08-30T00:00:00,Knicks
1628970,Miles Bridges,Forward,6-7,225,1998-03-21T00:00:00,Hornets
1629052,Oshae Brissett,Forward-Guard,6-7,210,1998-06-20T00:00:00,
1627763,Malcolm Brogdon,Guard,6-4,229,1992-12-11T00:00:00,Wizards
1628415,Dillon Brooks,Guard-Forward,6-6,225,1996-01-22T00:00:00,Suns
1631232,Keion Brooks Jr.,Forward,6-7,210,2000-08-07T00:00:00,Pelicans
1628971,Bruce Brown,Guard-Forward,6-4,202,1996-08-15T00:00:00,Nuggets
1627759,Jaylen Brown,Guard-Forward,6-6,223,1996-10-24T00:00:00,Celtics
1641738,Kobe Brown,Forward,6-7,250,2000-01-01T00:00:00,Clippers
1629650,Moses Brown,Center,7-2,258,1999-10-13T00:00:00,
1628973,Jalen Brunson,Guard,6-2,190,1996-08-31T00:00:00,Knicks
1628418,Thomas Bryant,Center-Forward,6-10,248,1997-07-31T00:00:00,Pacers
1641723,Kobe Bufkin,Guard,6-4,195,2003-09-21T00:00:00,Hawks
202692,Alec Burks,Guard,6-5,214,1991-07-20T00:00:00,Heat
1630215,Jared Butler,Guard,6-3,193,2000-08-25T00:00:00,Suns
202710,Jimmy Butler III,Forward,6-7,230,1989-09-14T00:00:00,Warriors
1641824,Matas Buzelis,Forward,6-10,209,2004-10-13T00:00:00,Bulls
1631288,Jamal Cain,Forward,6-6,191,1999-03-20T00:00:00,Magic
203484,Kentavious Caldwell-Pope,Guard,6-5,204,1993-02-18T00:00:00,Grizzlies
1641739,Toumani Camara,Forward,6-7,229,2000-05-08T00:00:00,Trail Blazers
203991,Clint Capela,Center,6-10,256,1994-05-18T00:00:00,Rockets
1642382,Branden Carlson,Center,7-0,220,1999-06-14T00:00:00,Thunder
1642267,Bub Carrington,Guard,6-4,190,2005-07-21T00:00:00,Wizards
1642269,Devin Carter,Guard,6-2,195,2002-03-18T00:00:00,Kings
1628975,Jevon Carter,Guard,6-1,200,1995-09-14T00:00:00,Bulls
1628976,Wendell Carter Jr.,Center-Forward,6-10,270,1999-04-16T00:00:00,Magic
1630618,D.J. Carton,Guard,6-3,200,2000-08-05T00:00:00,
1627936,Alex Caruso,Guard,6-5,186,1994-02-28T00:00:00,Thunder
1642264,Stephon Castle,Guard,6-6,215,2004-11-01T00:00:00,Spurs
1630658,Colin Castleton,Center,6-10,250,2000-05-25T00:00:00,Raptors
1630577,Julian Champagnie,Forward,6-7,217,2001-06-29T00:00:00,Spurs
1630551,Justin Champagnie,Guard-Forward,6-6,206,2001-06-29T00:00:00,Wizards
1642279,Ulrich Chomche,Center,6-11,235,2005-12-30T00:00:00,Raptors
1642353,Cam Christie,Guard,6-6,190,2005-07-24T00:00:00,Clippers
1631108,Max Christie,Guard,6-5,190,2003-02-10T00:00:00,Mavericks
1630528,Josh Christopher,Guard,6-4,215,2001-12-08T00:00:00,Heat
1631321,Sidy Cissoko,Guard,6-6,200,2004-04-02T00:00:00,Trail Blazers
1641740,Jaylen Clark,Guard,6-4,205,2001-10-13T00:00:00,Timberwolves
1629634,Brandon Clarke,Forward,6-8,215,1996-09-19T00:00:00,Grizzlies
203903,Jordan Clarkson,Guard,6-3,194,1992-06-07T00:00:00,Knicks
1629651,Nic Claxton,Center,6-11,215,1999-04-17T00:00:00,Nets
1642270,Donovan Clingan,Center,7-2,280,2004-02-23T00:00:00,Trail Blazers
1641730,Noah Clowney,Forward-Center,6-9,210,2004-07-14T00:00:00,Nets
1629599,Amir Coffey,Guard-Forward,6-7,210,1997-06-17T00:00:00,Clippers
1642268,Isaiah Collier,Guard,6-3,210,2004-10-08T00:00:00,Jazz
1628381,John Collins,Forward-Center,6-9,226,1997-09-23T00:00:00,Clippers
1641879,Yuri Collins,Guard,6-0,190,2001-03-07T00:00:00,
1628380,Zach Collins,Forward-Center,6-11,250,1997-11-19T00:00:00,Bulls
201144,Mike Conley,Guard,6-0,175,1987-10-11T00:00:00,Timberwolves
1626192,Pat Connaughton,Guard,6-5,209,1993-01-06T00:00:00,Hornets
1641731,Bilal Coulibaly,Guard,6-8,195,2004-07-26T00:00:00,Wizards
1641741,Ricky Council IV,Guard,6-6,207,2001-08-03T00:00:00,76ers
1628470,Torrey Craig,Forward,6-5,221,1990-12-19T00:00:00,Celtics
1642384,Isaiah Crawford,Forward,6-6,220,2001-11-01T00:00:00,Rockets
203109,Jae Crowder,Forward,6-6,235,1990-07-06T00:00:00,Kings
1630595,Cade Cunningham,Guard,6-6,220,2001-09-25T00:00:00,Pistons
203552,Seth Curry,Guard,6-1,185,1990-08-23T00:00:00,Hornets
201939,Stephen Curry,Guard,6-2,185,1988-03-14T00:00:00,Warriors
1642359,Pacôme Dadiet,Forward,6-8,210,2005-07-27T00:00:00,Knicks
1630700,Dyson Daniels,Guard,6-7,199,2003-03-17T00:00:00,Hawks
1642368,N'Faly Dante,Center,6-11,230,2001-10-19T00:00:00,Rockets
203076,Anthony Davis,Forward-Center,6-10,253,1993-03-11T00:00:00,Mavericks
1631098,Johnny Davis,Guard,6-4,195,2002-02-27T00:00:00,
1631120,JD Davison,Guard,6-1,195,2002-10-03T00:00:00,Rockets
201942,DeMar DeRozan,Guard-Forward,6-6,220,1989-08-07T00:00:00,Kings
1642484,RayJ Dennis,Guard,6-2,180,2001-03-30T00:00:00,Pacers
1628978,Donte DiVincenzo,Guard,6-4,203,1997-01-31T00:00:00,Timberwolves
1631217,Moussa Diabaté,Forward,6-9,210,2002-01-21T00:00:00,Hornets
1641711,Gradey Dick,Guard-Forward,6-6,200,2003-11-20T00:00:00,Raptors
1631172,Ousmane Dieng,Forward,6-9,185,2003-05-21T00:00:00,Thunder
1642265,Rob Dillingham,Guard,6-3,175,2005-01-04T00:00:00,Timberwolves
203915,Spencer Dinwiddie,Guard,6-5,215,1993-04-06T00:00:00,Hornets
1629029,Luka Dončić,Forward-Guard,6-6,230,1999-02-28T00:00:00,Lakers
1629652,Luguentz Dort,Guard,6-4,220,1999-04-19T00:00:00,Thunder
1630245,Ayo Dosunmu,Guard,6-5,200,2000-01-17T00:00:00,Bulls
1630288,Jeff Dowtin Jr.,Guard,6-3,177,1997-05-10T00:00:00,76ers
1628408,PJ Dozier,Guard-Forward,6-6,205,1996-10-25T00:00:00,
203083,Andre Drummond,Center,6-11,279,1993-08-10T00:00:00,76ers
1630537,Chris Duarte,Guard,6-5,190,1997-06-13T00:00:00,
1642505,Alex Ducas,Guard,6-7,220,2000-12-11T00:00:00,Thunder
1630561,David Duke Jr.,Guard,6-4,204,1999-10-13T00:00:00,Spurs
1627739,Kris Dunn,Guard,6-3,205,1994-03-18T00:00:00,Clippers
1642346,Ryan Dunn,Forward,6-8,216,2003-01-07T00:00:00,Suns
201142,Kevin Durant,Forward,6-11,240,1988-09-29T00:00:00,Rockets
1631105,Jalen Duren,Center,6-10,250,2003-11-18T00:00:00,Pistons
1631106,Tari Eason,Forward,6-8,215,2001-05-10T00:00:00,Rockets
1641744,Zach Edey,Center,7-4,305,2002-05-14T00:00:00,Grizzlies
1630162,Anthony Edwards,Guard,6-4,225,2001-08-05T00:00:00,Timberwolves
1642399,Jesse Edwards,Center,7-0,236,2000-03-18T00:00:00,Timberwolves
1642348,Justin Edwards,Forward,6-7,203,2003-12-16T00:00:00,76ers
1630556,Kessler Edwards,Forward,6-7,203,2000-08-09T00:00:00,Mavericks
1631165,Keon Ellis,Guard,6-4,175,2000-01-08T00:00:00,Kings
203954,Joel Embiid,Center-Forward,7-0,280,1994-03-16T00:00:00,76ers
1630623,Tyson Etienne,Guard,6-2,200,1999-09-17T00:00:00,Nets
1629234,Drew Eubanks,Forward-Center,6-10,245,1997-02-01T00:00:00,Kings
1641787,Tosan Evbuomwan,Forward,6-7,217,2001-02-16T00:00:00,Nets
203957,Danté Exum,Guard,6-5,214,1995-07-13T00:00:00,Mavericks
1628981,Bruno Fernando,Forward-Center,6-9,240,1998-08-15T00:00:00,
1642271,Kyle Filipowski,Center,6-11,250,2003-11-07T00:00:00,Jazz
1627827,Dorian Finney-Smith,Forward,6-7,220,1993-05-04T00:00:00,Rockets
1641745,Adam Flagler,Guard,6-3,180,1999-12-01T00:00:00,Thunder
1642280,Trentyn Flowers,Forward,6-9,185,2005-03-08T00:00:00,Clippers
1630201,Malachi Flynn,Guard,6-1,185,1998-05-09T00:00:00,
1631323,Simone Fontecchio,Forward,6-7,209,1995-12-09T00:00:00,Heat
1628368,De'Aaron Fox,Guard,6-3,185,1997-12-20T00:00:00,Spurs
1642402,Enrique Freeman,Forward,6-7,220,2000-07-29T00:00:00,Timberwolves
1628365,Markelle Fultz,Guard,6-4,209,1998-05-29T00:00:00,Kings
1642277,Johnny Furphy,Guard,6-9,200,2004-12-08T00:00:00,Pacers
1629655,Daniel Gafford,Forward-Center,6-10,265,1998-10-01T00:00:00,Mavericks
1629636,Darius Garland,Guard,6-1,192,2000-01-26T00:00:00,Cavaliers
1630585,Marcus Garrett,Guard,6-5,205,1998-11-09T00:00:00,
1630568,Luka Garza,Center,6-10,243,1998-12-27T00:00:00,Celtics
1641718,Keyonte George,Guard,6-4,185,2003-11-08T00:00:00,Jazz
1642273,Kyshawn George,Forward,6-8,200,2003-12-12T00:00:00,Wizards
202331,Paul George,Forward,6-8,220,1990-05-02T00:00:00,76ers
201959,Taj Gibson,Forward,6-9,232,1985-06-24T00:00:00,Hornets
1630581,Josh Giddey,Guard,6-8,216,2002-10-10T00:00:00,Bulls
1628983,Shai Gilgeous-Alexander,Guard,6-6,195,1998-07-12T00:00:00,Thunder
1630264,Anthony Gill,Forward,6-8,230,1992-10-17T00:00:00,Wizards
1631221,Collin Gillespie,Guard,6-1,195,1999-06-25T00:00:00,Suns
203497,Rudy Gobert,Center,7-1,258,1992-06-26T00:00:00,Timberwolves
1630692,Jordan Goodwin,Guard,6-5,215,1998-10-23T00:00:00,Suns
203932,Aaron Gordon,Forward,6-8,235,1995-09-16T00:00:00,Nuggets
201569,Eric Gordon,Guard,6-3,215,1988-12-25T00:00:00,76ers
1641789,Jazian Gortman,Guard,6-2,184,2003-03-14T00:00:00,
203924,Jerami Grant,Forward,6-7,210,1994-03-12T00:00:00,Trail Blazers
1631260,AJ Green,Guard,6-4,190,1999-09-27T00:00:00,Bucks
203110,Draymond Green,Forward,6-6,230,1990-03-04T00:00:00,Warriors
1630224,Jalen Green,Guard,6-4,186,2002-02-09T00:00:00,Suns
1629750,Javonte Green,Guard,6-5,205,1993-07-23T00:00:00,Cavaliers
201145,Jeff Green,Forward,6-8,235,1986-08-28T00:00:00,Rockets
1630182,Josh Green,Guard,6-5,200,2000-11-16T00:00:00,Hornets
1629656,Quentin Grimes,Guard,6-4,210,2000-05-08T00:00:00,76ers
1631243,Mouhamed Gueye,Forward,6-10,210,2002-11-09T00:00:00,Hawks
1629060,Rui Hachimura,Forward,6-8,230,1998-02-08T00:00:00,Lakers
1630169,Tyrese Haliburton,Guard,6-5,185,2000-02-29T00:00:00,Pacers
1641790,PJ Hall,Center,6-10,245,2002-02-21T00:00:00,Grizzlies
203501,Tim Hardaway Jr.,Guard-Forward,6-5,205,1992-03-16T00:00:00,Nuggets
201935,James Harden,Guard,6-5,220,1989-08-26T00:00:00,Clippers
1630702,Jaden Hardy,Guard,6-3,198,2002-07-05T00:00:00,Mavericks
1641989,Elijah Harkless,Guard,6-3,195,2000-02-03T00:00:00,Jazz
1631199,Ron Harper Jr.,Guard-Forward,6-4,233,2000-04-12T00:00:00,Pistons
203914,Gary Harris,Guard,6-4,210,1994-09-14T00:00:00,Bucks
202699,Tobias Harris,Forward,6-8,226,1992-07-15T00:00:00,Pistons
1628404,Josh Hart,Guard,6-4,215,1995-03-06T00:00:00,Knicks
1628392,Isaiah Hartenstein,Center-Forward,7-0,250,1998-05-05T00:00:00,Thunder
1630573,Sam Hauser,Forward,6-7,217,1997-12-08T00:00:00,Celtics
1641722,Jordan Hawkins,Guard,6-5,190,2002-04-29T00:00:00,Pelicans
1629637,Jaxson Hayes,Center-Forward,7-0,220,2000-05-23T00:00:00,Lakers
1630165,Killian Hayes,Guard,6-5,195,2001-07-27T00:00:00,
1630703,Scoot Henderson,Guard,6-3,206,2004-02-03T00:00:00,Trail Blazers
1641707,Taylor Hendricks,Forward,6-9,215,2003-11-22T00:00:00,Jazz
1629639,Tyler Herro,Guard,6-5,195,2000-01-20T00:00:00,Heat
1627741,Buddy Hield,Guard,6-4,220,1992-12-17T00:00:00,Warriors
1629312,Haywood Highsmith,Forward,6-5,220,1996-12-09T00:00:00,Heat
1628988,Aaron Holiday,Guard,6-0,185,1996-09-30T00:00:00,Rockets
201950,Jrue Holiday,Guard,6-4,205,1990-06-12T00:00:00,Trail Blazers
1641842,Ronald Holland II,Forward,6-8,206,2005-07-07T00:00:00,Pistons
1626158,Richaun Holmes,Forward,6-9,235,1993-10-15T00:00:00,Wizards
1641747,DaRon Holmes II,Forward,6-10,225,2002-08-15T00:00:00,Nuggets
1631096,Chet Holmgren,Center-Forward,7-1,208,2002-05-01T00:00:00,Thunder
1641720,Jalen Hood-Schifino,Guard,6-5,210,2003-06-19T00:00:00,76ers
201143,Al Horford,Center-Forward,6-9,240,1986-06-03T00:00:00,Celtics
1629659,Talen Horton-Tucker,Guard,6-4,234,2000-11-25T00:00:00,Bulls
1631216,Caleb Houstan,Guard,6-8,205,2003-01-09T00:00:00,Magic
1641724,Jett Howard,Guard,6-6,215,2003-09-14T00:00:00,Magic
1628989,Kevin Huerter,Guard-Forward,6-7,198,1998-08-27T00:00:00,Bulls
1630643,Jay Huff,Center,7-1,240,1997-08-25T00:00:00,Pacers
1630574,Ariel Hukporti,Center,6-11,246,2002-04-12T00:00:00,Knicks
1629631,De'Andre Hunter,Forward-Guard,6-8,221,1997-12-02T00:00:00,Cavaliers
1630538,Bones Hyland,Guard,6-2,169,2000-09-14T00:00:00,Timberwolves
1642345,Oso Ighodaro,Forward,7-0,235,2002-07-14T00:00:00,Suns
204060,Joe Ingles,Forward-Guard,6-8,220,1987-10-02T00:00:00,Timberwolves
1627742,Brandon Ingram,Forward,6-8,190,1997-09-02T00:00:00,Raptors
1631127,Harrison Ingram,Forward,6-5,230,2002-11-27T00:00:00,Spurs
202681,Kyrie Irving,Guard,6-2,195,1992-03-23T00:00:00,Mavericks
1628371,Jonathan Isaac,Forward,6-10,230,1997-10-03T00:00:00,Magic
1631093,Jaden Ivey,Guard,6-4,195,2002-02-13T00:00:00,Pistons
1641713,GG Jackson,Forward,6-9,210,2004-12-17T00:00:00,Grizzlies
1630543,Isaiah Jackson,Forward,6-9,205,2002-01-10T00:00:00,Pacers
1631245,Quenton Jackson,Guard,6-5,173,1998-09-15T00:00:00,Pacers
202704,Reggie Jackson,Guard,6-2,208,1990-04-16T00:00:00,
1641748,Andre Jackson Jr.,Guard,6-6,209,2001-11-13T00:00:00,Bucks
1628991,Jaren Jackson Jr.,Forward-Center,6-10,242,1999-09-15T00:00:00,Grizzlies
1631218,Trayce Jackson-Davis,Forward,6-9,245,2000-02-22T00:00:00,Warriors
1642355,Bronny James,Guard,6-3,210,2004-10-06T00:00:00,Lakers
2544,LeBron James,Forward,6-9,250,1984-12-30T00:00:00,Lakers
1631170,Jaime Jaquez Jr.,Guard,6-6,225,2001-02-18T00:00:00,Heat
1629610,DaQuan Jeffries,Guard-Forward,6-5,222,1997-08-30T00:00:00,Hornets
1641998,Trey Jemison III,Center,6-11,270,1999-11-28T00:00:00,Lakers
1642450,Daniss Jenkins,Guard,6-3,165,2001-08-17T00:00:00,Pistons
1629660,Ty Jerome,Guard-Forward,6-5,195,1997-07-08T00:00:00,Grizzlies
1630198,Isaiah Joe,Guard,6-3,165,1999-07-02T00:00:00,Thunder
1642358,AJ Johnson,Guard,6-5,160,2004-12-01T00:00:00,Wizards
1629661,Cameron Johnson,Forward,6-8,210,1996-03-03T00:00:00,Nuggets
1630552,Jalen Johnson,Forward,6-8,219,2001-12-18T00:00:00,Hawks
201949,James Johnson,Forward,6-7,240,1987-02-20T00:00:00,Pacers
1629640,Keldon Johnson,Forward-Guard,6-5,220,1999-10-11T00:00:00,Spurs
1630553,Keon Johnson,Guard,6-5,185,2002-03-10T00:00:00,Nets
1642352,Keshad Johnson,Forward,6-7,225,2001-06-23T00:00:00,Heat
203999,Nikola Jokić,Center,6-11,284,1995-02-19T00:00:00,Nuggets
1641732,Colby Jones,Guard,6-6,207,2002-05-28T00:00:00,Pistons
1641794,Dillon Jones,Forward,6-5,235,2001-10-29T00:00:00,Wizards
1630529,Herbert Jones,Forward,6-7,206,1998-10-06T00:00:00,Pelicans
1642403,Isaac Jones,Forward,6-9,245,2000-07-11T00:00:00,Kings
1630539,Kai Jones,Center-Forward,6-11,221,2001-01-19T00:00:00,Mavericks
1630222,Mason Jones,Guard,6-4,200,1998-07-21T00:00:00,Kings
1642461,Spencer Jones,Forward,6-7,225,2001-06-14T00:00:00,Nuggets
1630200,Tre Jones,Guard,6-1,185,2000-01-08T00:00:00,Bulls
1626145,Tyus Jones,Guard,6-1,196,1996-05-10T00:00:00,Magic
1627884,Derrick Jones Jr.,Forward,6-6,210,1997-02-15T00:00:00,Clippers
201599,DeAndre Jordan,Center,6-11,265,1988-07-21T00:00:00,Nuggets
202709,Cory Joseph,Guard,6-2,200,1991-08-20T00:00:00,Magic
1631107,Nikola Jović,Forward,6-10,205,2003-06-09T00:00:00,Heat
1630548,Johnny Juzang,Guard,6-5,226,2001-03-17T00:00:00,Jazz
1642530,Yuki Kawamura,Guard,5-8,159,2001-05-02T00:00:00,Bulls
1630283,Kylor Kelley,Center,7-0,230,1997-08-26T00:00:00,
1628379,Luke Kennard,Guard,6-5,206,1996-06-24T00:00:00,Hawks
1631117,Walker Kessler,Center,7-0,245,2001-07-26T00:00:00,Jazz
1630296,Braxton Key,Forward,6-8,225,1997-02-14T00:00:00,Warriors
1630557,Corey Kispert,Forward,6-6,224,1999-03-03T00:00:00,Wizards
1628467,Maxi Kleber,Forward,6-10,240,1992-01-29T00:00:00,Lakers
1641752,Bobi Klintman,Forward,6-9,225,2003-03-06T00:00:00,Pistons
1642261,Dalton Knecht,Forward,6-6,215,2001-04-19T00:00:00,Lakers
1628995,Kevin Knox II,Forward,6-8,215,1999-08-11T00:00:00,Warriors
1642278,Tyler Kolek,Guard,6-3,195,2001-03-27T00:00:00,Knicks
1631132,Christian Koloko,Center,7-0,225,2000-06-20T00:00:00,Lakers
1629723,John Konchar,Guard,6-5,210,1996-03-22T00:00:00,Grizzlies
1628436,Luke Kornet,Center-Forward,7-1,250,1995-07-15T00:00:00,Spurs
1630249,Vít Krejčí,Guard,6-8,195,2000-06-19T00:00:00,Hawks
1630228,Jonathan Kuminga,Forward,6-7,225,2002-10-06T00:00:00,Warriors
1628398,Kyle Kuzma,Forward,6-9,221,1995-07-24T00:00:00,Bucks
